,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
1216,1574881340-15688,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,"Holy ****. That is pretty insane, I wonder if this has happened to anyone else?",
1217,1574881295-15354,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,The Veteran Vaper,,
1218,1574881414-16277,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Vapor Talk Veteran,,
1219,1574881295-15356,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,Contributing Vaper,,
1220,1574881314-15546,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,"Just please, please be careful so pets and kids can't get your juice.  I would hate to think of the field day the press would have if somebody died or their pets consumed the juice.  A little extra effort on our part could save the e-cig community.  Sorry, I'm not trying to preach but I just wanted to send out a reminder to be careful.",
1221,1574881107-15255,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,,"Interestingly, this has brought something to my attention about myself. OK, before I started vaping, my whole life I have NEVER been the type to worry about things like ""Am I eating right"", ""How many calories or carbs does this have"", ""Am I getting enough exercise"". Things like that I could really not be bothered with, cause I KNEW the answer would ultimately always be a big fat resounding ""NO, you idiot, yer gonna DIE"". And I had other things on my mind like ""Do we have enough money for food and bills"", ""Is the car gonna make it another week"", ""Do I have enough money for cigarettes and beer"". I guess I had the macho mentality going where I thought I was invincible. I ALWAYS figured, ""Hell, If they sell it, I can eat it< or drink it."" Then God decided to give me a polite nudge, and I had a heart attack. If youve never had a heart attack, let me tell you, theres just NO point in me explaining the pain, cause you wouldnt understand unless you've had one. Its kinda like your wife telling you about giving birth, she describes the pain, but all you hear is ""Blah, blah, blah, hurt like hell, blah, blah, you sonofabitch,blah,blah."" Lets just say, heart attacks friggin hurt. I wasnt too happy with God at this point, and I mustve let it show, because 2 weeks later I had another one. So I said to myself, ""self, I think he means business"". Being the stubborn mic that I am, I decided this time I had better listen to my wife and let her make me the healthier things I always avoided. Before i could really get that plan in motion, I had another one. This one was the most severe one. This was the one that the Doctor came into the room and gave me the look of, ""Look you idiot, I have patients that are actually TAKING my advice, I really dont have time for any more of this."" That kinda scared me, cause if your DR. isnt going to give you 100% because you're not giving 100%, your time is gonna run out. While in the hospital that time, I had a series of mini strokes. Again, no point in explaining. Now mind you, I was only 43 at the time. My mother died in 1967 at the age of 42.I didnt want my kids to grow up that way too. So for a little while, maybe a year, I watched out for myself a little. And I emphasize, A little. Before long, when enough time ran by and I didnt feel like I was in danger, I slipped back into my old ways. Mind you, throughout ALL of this, I NEVER gave up smoking. WASNT an option. I honestly thought the stress of trying to quit would DEFINITLY do me in. Then about a year and a half ago I was diagnosed with diabetes type 2. OK God, dont you have BIGGER fish to fry (bad metaphore intended). So for about a month or 2 I HAD to watch what I ate, and I got it under control. Now, I just took the long way around the block to get to this point - When I started vaping, and its only been about a month and a half now, I am CONSTANTLY watching what I eat, drink, try to get a little exercise ( and for me, using the scroll wheel on my mouse was exercize), just like a whole new awakening to things I NEVER would have done before. And its not because I was scared into it, or had the fear of God put in me, its because now I WANT to live better. Just getting back a little thing like lung capacity has started a domino effect and triggered something in my mind that makes me WANT to be healthier. Now, Im not running out and buying a treadmill or anything, but there IS a difference, and NOTHING the FDA or any Govt entity tells me is gonna change me back. I WILL break the law to do this if I have to. Anyway, that was quite the rant, so Ill take a break now.",
1222,1574881300-15407,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,"Dr David Baron, Md, Chief Of Staff, Ucla Santa Monica Hospital",https://www.vaportalk.com/forum/topic/2867-dr-david-baron-md-chief-of-staff-ucla-santa-monica-hospital/,,"That's pretty much how I felt too. Like it or not, we're going to have to rely on the big companies that have money to support these efforts even if their products don't measure up to what we believe is truly workable. Perhaps one day they will understand that a quality product means ongoing business...",
1223,1574881414-16283,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Vapor Talk Respected Member,,
1224,1574881336-15606,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,Mega Vaper,,
1225,1574881336-15611,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,Contributing Vaper,,
1226,1574881768-16751,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,VT Member,,
1227,1574881396-16136,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,If Someone Is On Oxygen!,https://www.vaportalk.com/forum/topic/4510-if-someone-is-on-oxygen/,,Moved to health and safety.,
1228,1574881662-16544,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,,"Never had a problem with PG, but whenever I vape somehting 100% VG I get a sore throat for a day, but it goes away.  Since I started DIY I usually make my juice about 30-40% VG.",
1229,1574881102-15215,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic Content In Vaping Juice Vs Nic Content From Smoking Cigs,https://www.vaportalk.com/forum/topic/1639-nic-content-in-vaping-juice-vs-nic-content-from-smoking-cigs/,VT Member,,
1230,1574881378-16052,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,"Mouth Sores, Issues Resolved",https://www.vaportalk.com/forum/topic/4619-mouth-sores-issues-resolved/,Bazinga!,,
1231,1574881340-15668,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,O.G Sin,,
1232,1574881407-16252,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,,,"April 16, 2010"
1233,1574881593-16514,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,"Kinda Funny, But...",https://www.vaportalk.com/forum/topic/7341-kinda-funny-but/,Bazinga!,,
1234,1574881428-16497,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,,"April 13, 2010"
1235,1574881363-15874,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,Vapor Talk FanGirl,,
1236,1574881674-16608,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,"I know what hes talking about. I go through the same thing everyday. I thought it was my lungs getting rid of the crap but if it was, it would be all brown and disgusting. It seems that vaping creates more mucous in my throat.. not to say that smoking is any better but im curious as to why.",
1237,1574881414-16301,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,"On 5/26/2010 at 3:54 PM, Jeanna said: 
i felt good.

Yeah!!!  Now there might be some more ""side"" effects.  They shouldn't be ignored, but I know I had a sore throat, I was coughing but a productive cough and there were other things than came and went.  But again, don't ignore just in case.  I believe wordupecig carries VG juices anda 50/50 mix and there are so many more out there that do.  I like wordup because of the sample pack, 5 5ml bottles of juice for $21, and free shipping so you can really experiment.

Props to Luke!",
1238,1574881102-15224,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic Content In Vaping Juice Vs Nic Content From Smoking Cigs,https://www.vaportalk.com/forum/topic/1639-nic-content-in-vaping-juice-vs-nic-content-from-smoking-cigs/,,I read somewhere that most vapers use about 1-3 ml a day and i am around 2.5-3 and that puts me at a about 25 analog cigs worth which is what my average was when I smoked..I have been wondering how the E-Juice added up in comparison..Thanks for the info...IF i dont pick up the 510 as much I use less go figure....LOL..I took my RN4081 on the boat with me today and burned through 2 batteries from 6am to 2pm..Got a PCC for the Rn4081 coming to help with the on the go thing..Yes my blu has finally killed the atty that was kicking butt and my other 3 suck..So it is now just my backup to my backup LOL....,
1239,1574881309-15463,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vapor Cough The New Smokers Cough?,https://www.vaportalk.com/forum/topic/3130-vapor-cough-the-new-smokers-cough/,Vapor Talk Village Idiot,,
1240,1574881400-16147,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,My Road To No Nic,https://www.vaportalk.com/forum/topic/4936-my-road-to-no-nic/,The Veteran Vaper,,
1241,1574881416-16346,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,Mega Vaper,,
1242,1574881371-16024,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,,"March 5, 2010"
1243,1574881698-16695,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,,"Applause!!  Wow.  Thanks for sharing this!  
I hope the patient listens to her Dr.",
1244,1574881414-16288,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Supreme Vaper,,
1245,1574881365-15946,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,,"Hi HoosierMama, sounds like you go to a Dr with common sense. We need more of those. Thanks for sharing.",
1246,1574881407-16221,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,Vapor Talk Respected Member,,
1247,1574881380-16078,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,Insane Vaper,,
1248,1574881407-16226,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,The Veteran Vaper,,
1249,1574881393-16122,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,No Apparent Ill Effects After Nine Months,https://www.vaportalk.com/forum/topic/4887-no-apparent-ill-effects-after-nine-months/,Supreme Vaper,,
1250,1574881750-16718,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Pg Could Be Good For Us!,https://www.vaportalk.com/forum/topic/7645-pg-could-be-good-for-us/,,"This is a good post. I've seen this brought up before and I agree. It is a good one to keep on hand.
Too bad the FDA doesn't read these articles, but I guess it's tough when you're counting tobacco money.",
1251,1574881358-15855,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,Vapor Talk Village Idiot,,
